,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
family#F2F24,-0.27871275,0.07420249,-0.011317358,-0.25985774,0.16924104,0.014699506,0.14155793,0.30370215,-0.08504431,-0.040929843,-0.55508256,0.2628378,-0.18738648,-0.28010458,0.21815188,0.2893284,-0.2503834,-0.17750631,-0.030004883,0.20289078,-0.24773291,-0.29568356,-0.026111938,-0.07735782,-0.47024995,0.11480409,0.3054266,-0.079769656,-0.26293647,0.08466092,-0.14003435,0.27796572,0.3389841,0.07400865,0.20031215,-0.337633,-0.08369896,0.15910515,0.22905757,-0.18198301
family#F2F26,-0.16288842,0.332932,0.10572599,-0.137747,-0.0669789,0.08760461,0.26044667,0.482025,-0.06703578,0.6197548,-0.015754113,0.14875332,-0.43309942,-0.023545822,0.20249921,-0.29541594,-0.44455817,0.18742356,-0.6057999,0.22298789,-0.31146345,-0.15630798,-0.08115932,-0.064640716,-0.3492489,0.01413397,-0.083629765,-0.30013895,-0.32179612,-0.09685341,-0.23688202,-0.013669106,0.2562539,-0.045608994,-0.17454188,0.071603864,-0.03510533,0.14596151,0.41874033,-0.13632527
family#F2F28,-0.21722843,0.1741548,0.16249895,-0.15471491,-0.029327245,0.22362185,0.16856222,0.5956671,0.09164872,0.5668641,-0.2705586,-0.0718855,-0.32793006,-0.28822744,0.3993391,-0.29672477,-0.42273033,0.27669016,-0.33849904,0.06950251,-0.24664515,-0.20419753,-0.06592309,-0.04541411,-0.36009887,0.03956961,-0.045878455,-0.32274735,-0.4002104,-0.07459421,-0.28499335,0.007852031,0.2553499,-0.23005308,0.06668021,-0.004686379,0.015896056,0.15926744,0.26498795,0.05748524
family#F2F30,-0.3858996,0.11840821,0.10921215,-0.281489,-0.15043932,0.3186537,0.0888501,0.3647009,-0.07391649,0.26919323,-0.15710479,-0.08596462,-0.20655957,-0.34378278,0.32566702,-0.013708082,-0.23576349,-0.05019554,-0.0064935694,-0.10386248,-0.33142644,-0.12570125,-0.047754392,0.018287469,-0.33120278,0.20187788,0.101467185,-0.30653518,-0.38173863,0.17683847,-0.23613095,0.0025083546,0.2256071,-0.12887554,-0.30077425,-0.4014236,-0.18125278,0.39596474,0.29765552,-0.11474321
family#F2F33,-0.14456208,0.4198941,0.18859783,-0.21722649,-0.19751126,0.45372677,0.05415738,0.42606145,-0.10206012,-0.08450626,-0.05664243,0.24280559,-0.17081979,-0.23952465,0.36396,0.37247583,-0.14554402,-0.43468544,-0.16097926,0.27756512,-0.33032724,-0.15207338,-0.1867102,-0.016666848,-0.28898922,0.4033315,0.054158296,-0.1487416,-0.24208736,0.09730842,-0.35850668,0.015184759,0.17871556,-0.030318396,-0.19751368,-0.43399444,0.038640928,-0.026855988,0.31428882,-0.2070918
family#F2F36,-0.18510634,0.2895885,0.108010575,-0.15749033,-0.057084385,0.2410679,0.26840672,0.48715597,-0.0085172085,0.6022878,-0.11142968,-0.029824555,-0.33523592,-0.23008543,0.3642143,-0.24837968,-0.4445035,0.19090968,-0.2547806,0.21171764,-0.31248847,-0.226229,-0.024436483,-0.072177,-0.30959025,0.03555808,-0.08586612,-0.1237667,-0.28522536,-0.14348938,-0.26290455,0.004494389,0.26153716,-0.24437162,0.017217385,0.07193899,-0.05221596,0.14231557,0.44624367,-0.1682897
family#F2F38,-0.25289577,0.2585564,0.016988179,-0.2659163,-0.23281561,0.14735085,0.29527196,0.15647443,-0.05533274,0.29454115,-0.5017762,0.17094705,-0.20343785,-0.059377722,0.21326306,-0.05925771,-0.18455936,0.0076292455,-0.11940522,0.16292354,-0.38656408,-0.06646388,-0.09684406,-0.07817018,-0.23091114,0.22881886,0.15691708,-0.2667571,-0.43277472,0.002495224,0.05321894,0.0004939744,0.34591118,-0.28735596,-0.24199198,-0.16933048,-0.01122171,0.05290208,0.39070994,-0.27094275
family#F2M11,-0.23284973,-0.19372608,-0.33095667,-0.2475183,-0.24074185,0.36191663,0.033648964,0.6918885,-0.0219958,0.52786213,-0.32270184,0.0718279,-0.3793952,0.2214692,0.4244029,-0.2763496,-0.462766,0.23972966,-0.34835404,0.052647706,-0.4884565,-0.12666605,0.23605473,-0.057532106,-0.2166986,0.036221493,-0.11311059,-0.082415394,-0.21005458,-0.17723712,-0.22562787,0.023853807,0.23766129,0.11740358,-0.17341487,0.032755725,0.06903859,0.25232714,0.19496691,-0.037344158
family#F2M13,-0.039624717,0.07869912,-0.34696448,-0.11014812,-0.25635916,0.17092888,0.16940282,0.4601252,-0.1723992,0.32938048,0.087147824,0.29786393,-0.31926543,-0.045711447,0.19326568,-0.12132364,-0.33300063,-0.32805166,-0.62384665,0.13040741,-0.46468028,-0.11363702,0.25725344,-0.07620743,-0.1894342,0.34453195,0.04706384,-0.1778121,-0.40151694,-0.05158323,-0.2586384,0.1126122,0.18600774,0.175911,-0.073171616,-0.17975654,0.20278402,0.36507595,0.24150518,-0.07479596
family#F2M16,-0.54662895,-1.0554388e-05,-0.26414466,-0.43365815,-0.2884454,0.004666662,0.36237904,0.3836247,-0.05404502,0.239934,-0.08469136,-0.09179823,-0.2433185,0.14935035,0.18515787,0.100357294,-0.36799634,-0.18301871,-0.1321361,0.074875124,-0.20718685,0.053207796,0.24273337,-0.2088629,-0.098590955,0.23572767,0.18635947,-0.047757514,-0.29650435,-0.13494615,-0.2646083,0.07983631,0.30933654,0.08887026,-0.18254653,-0.22390139,-0.020452872,0.17955534,0.3004426,-0.2820834
family#F2M18,-0.086550914,0.07843875,-0.35353735,-0.1087604,-0.3233599,0.20502108,0.4659077,0.33379593,-0.34388945,0.20481278,-0.15607916,0.294449,-0.19257572,0.0050395364,0.21554452,0.051730342,-0.57206583,-0.27826813,-0.4522135,0.2487989,-0.39577726,-0.14410579,0.21438208,-0.087216675,-0.09948553,0.119218476,0.25610292,-0.22109842,-0.31280985,-0.13018821,-0.23233129,0.010032899,0.09578935,0.09508568,-0.22963801,-0.3009881,0.23911525,-0.19305724,0.3479077,-0.38571355
family#F2M20,-0.5747651,-0.059593607,-0.3048259,-0.39387897,0.04033869,0.17173849,0.10190274,0.54245013,0.02316914,0.29562256,-0.079062045,0.12290308,-0.28007412,0.19938934,0.21336415,0.18177442,-0.225761,0.17729005,0.05877951,-0.007074452,-0.1928282,0.034480814,0.20489323,-0.07869164,-0.45010257,0.15233481,0.102256306,-0.10197333,-0.31735906,-0.060694467,-0.29580215,0.05972791,0.26473334,0.062405564,0.118284814,0.06262728,-0.049788073,0.12647015,0.32605627,0.018383516
family#F2M21,-0.47073144,-0.1001086,-0.37230635,-0.39742392,0.028838081,-0.03839719,0.1648479,0.2776711,-0.12722433,0.1733942,-0.3791838,0.21432503,-0.23115443,0.18503259,0.28958386,-0.24850543,-0.24293606,-0.14671007,-0.3887293,0.047391552,-0.28677168,-0.1278906,0.2270668,0.04502766,-0.47967666,0.23384476,0.08626337,-0.18834078,-0.18915348,0.19651085,-0.096115194,0.20162545,0.15898305,0.19670072,-0.1597442,-0.20014822,0.07966216,0.28018817,0.003293173,0.052243836
family#F2M23,-0.3578614,0.050425675,-0.3977652,-0.37643468,0.28235725,-0.0136989765,0.22122458,0.22877812,-0.022859309,-0.14067732,0.13068976,0.258168,-0.035444155,0.23092958,0.40147534,0.06923069,-0.2830706,-0.32825032,0.05598227,0.16266426,-0.3431368,-0.13038833,0.16882542,-0.13731648,-0.5302607,0.10625527,0.17329012,-0.18837446,-0.33321995,0.14633515,-0.1667102,0.32675615,0.063702144,0.16956422,-0.24909401,-0.40165153,0.14402251,0.06815447,0.15614831,-0.13381007
family#F2M25,-0.34365246,0.20848906,-0.4292218,-0.28615963,0.038337458,0.15792525,0.2423105,0.19254208,-0.17587583,-0.12627211,-0.16487491,0.24818957,-0.056611124,0.00093402935,0.19736466,0.2728562,-0.30591804,-0.19264142,-0.07366191,0.14281951,-0.24543177,-0.22244355,0.23379532,-0.061515365,-0.5282278,0.09782199,0.19395147,-0.2624406,-0.35499325,-0.11585087,-0.16167845,0.37759393,0.15444118,0.143161,-0.21888353,-0.3055462,0.14458586,-0.20922096,0.3505008,-0.30756196
family#F2M27,-0.33673698,0.047310237,-0.30647236,-0.33322135,0.0032439777,0.037802566,0.16930103,0.33055362,-0.17087823,0.34483087,-0.4244004,0.1395161,-0.25789723,-0.040246375,0.43981075,0.2552788,-0.2584803,0.0025750026,-0.22725447,0.06391078,-0.20514198,-0.06850633,0.22642037,-0.21885858,-0.2784433,0.10242729,-0.00040947978,-0.21187395,-0.33253524,-0.10852333,-0.1731744,0.058458257,0.3619646,-0.071503125,-0.12757698,-0.05373175,-0.0359261,0.07779487,0.36199558,-0.12960595
family#F2M29,-0.42722613,-0.14419463,-0.27287632,-0.40347922,-0.041379686,0.13601987,0.13979338,0.40458477,-0.07450001,0.3625347,-0.15859061,-0.09969813,-0.27456173,0.259308,0.25672832,0.16714014,-0.36774662,0.31017148,-0.07327598,-0.025174038,-0.16605122,-0.02095811,0.14915003,-0.24460427,-0.34971792,0.1537083,0.123888545,-0.29599932,-0.22428498,-0.098422766,-0.26094177,0.0792789,0.3262835,-0.08895249,-0.20457716,-0.17145178,-0.021366943,0.05611729,0.29256058,0.09559449
family#F2M31,-0.3470685,-0.19733937,-0.24570806,-0.35998914,-0.10388176,0.28545913,-0.018488642,0.49668014,-0.108651616,0.22391759,-0.16697761,-0.10878153,-0.31000254,0.25451496,0.31545287,0.09040761,-0.35373768,-0.026808424,-0.16808215,0.017373597,-0.30444944,0.018023266,0.20716867,-0.22345322,-0.25754958,0.2571487,0.18436037,-0.08180426,-0.31348372,0.16453382,-0.18244776,0.0721162,0.14983296,-0.0010670401,0.0032686926,-0.4990678,-0.14752671,0.3799436,0.2846047,-0.025982175
family#F2M32,-0.10637986,0.08965092,-0.31166846,-0.18539771,-0.11886353,0.1625053,0.17356412,0.47181085,-0.1596949,-0.08174057,-0.28481278,0.21664318,-0.124118924,-0.022183584,0.2549945,0.28908962,-0.2815672,-0.47419336,-0.31413928,0.09555642,-0.3834119,-0.14151876,0.24840477,-0.055391647,-0.30955318,0.3822285,-0.006408401,-0.33074284,-0.45190784,0.025699388,-0.12139944,0.00016865689,0.08425967,-0.009325409,-0.016529754,-0.4340747,0.33076534,-0.03986386,0.29166988,-0.477574
family#F2M34,-0.40478176,0.0072859107,-0.24427882,-0.38172397,-0.22890557,0.392671,0.04427429,0.278187,-0.01790589,0.07801639,-0.32302004,0.12169376,-0.2630585,0.24276386,0.23274572,0.21234483,-0.383856,-0.23265472,-0.021457313,0.15289608,-0.11532622,0.012810488,0.28054476,-0.26157013,-0.22409463,0.33575696,0.11881327,-0.12969105,-0.35491967,0.09797206,-0.062311076,0.10705446,0.4572062,0.08279635,-0.10392935,-0.19495551,-0.071444035,-0.030681392,0.32729775,-0.23008934
family#F2M35,-0.36880755,0.19987968,-0.3214702,-0.3235119,-0.17615809,0.034400504,0.13423619,0.24481873,-0.2210825,-0.098957516,-0.19372478,0.26616538,-0.12036002,0.006038384,0.28091568,0.11144709,-0.37234506,0.064526744,-0.41157147,0.22447021,-0.24735071,-0.07748184,0.21458277,-0.05631143,-0.2057044,0.56520724,0.1646066,-0.20733824,-0.4680026,-0.13598828,-0.16815223,0.24479277,0.13800827,0.05970145,-0.15223774,-0.20869952,0.15642242,-0.29728305,0.29355234,-0.21310984
family#F2M37,-0.28209776,0.023766145,-0.2038977,-0.35101685,-0.12113553,0.17050882,0.10060717,0.2505326,-0.13603006,0.38313788,-0.23277192,-0.06343981,-0.19664142,0.25791755,0.26659516,0.21625093,-0.3210665,0.029321456,-0.11121869,0.06252341,-0.20201385,-0.0129383365,0.13086696,-0.2326126,-0.2744345,0.16774403,0.13460365,-0.13632222,-0.3164251,-0.14738755,-0.27474707,0.077051304,0.47385567,-0.16679746,-0.18150309,-0.09783643,-0.10133509,0.030403286,0.34701136,-0.3095592
family#F2M39,-0.3681989,0.08519334,-0.30364478,-0.41917753,-0.100148655,0.14520657,0.22484392,0.31037778,-0.20179994,0.20430806,0.17405812,0.19175026,-0.15984698,-0.04809697,0.3155601,0.2221373,-0.2772852,-0.0150735285,-0.18823372,0.15553501,-0.28692707,-0.1304994,0.21756294,-0.15620412,-0.2586771,0.17737074,0.22708584,-0.063192256,-0.20387812,-0.19339967,-0.508144,-0.017519308,0.3406164,0.013888033,-0.066253796,-0.21895461,-0.12633234,0.03290162,0.27627915,-0.30458623
family#F2M9,-0.3697805,-0.15248069,-0.2953606,-0.3618601,0.05430996,-0.03794036,0.019396327,0.5360504,0.09781286,0.4118018,-0.20362325,-0.15879668,-0.4008226,0.20401669,0.30707726,0.38166705,-0.21424685,0.12879902,-0.112096995,-0.008221565,-0.18508884,-0.049273238,0.16324691,-0.28333747,-0.34487987,0.13104457,0.051342074,-0.2705846,-0.3414672,-0.4652684,-0.12973313,0.45680138,0.41613156,-0.07906184,-0.19810137,0.24432428,-0.058740336,-0.21643743,0.40126818,0.021842273
family#F3F41,-0.49010637,-0.076774396,0.10153923,-0.3315236,0.08407,-0.0648537,0.399358,0.3905177,0.009619897,0.10898948,-0.0074435496,0.12773257,-0.24886595,-0.32324567,0.12235619,0.21024677,-0.3282638,-0.20132479,-0.031044273,0.07977675,-0.11803294,-0.023239639,-0.024727125,0.0043945606,-0.51791674,0.042513408,0.19451945,-0.27812096,-0.378119,0.06547876,-0.2776075,0.36349475,0.34980085,-0.057570238,-0.1234559,-0.067253105,0.007924433,0.26965997,0.17011295,-0.053812582
family#F3F42,-0.37585646,0.084935345,0.15285705,-0.294328,0.15034027,-0.33494622,0.5987887,0.40006608,-0.087057136,-0.033402637,-0.32099023,-0.011521423,-0.30171221,-0.43423918,0.51141775,-0.011846154,-0.16588697,-0.28367582,0.015111614,0.20662256,-0.26913148,-0.12444305,-0.055414297,0.095976755,-0.4495326,-0.06802907,0.34328848,-0.22255513,-0.28676897,0.07031012,-0.11036712,0.21123555,0.25921473,0.020301491,-0.21806149,-0.13000867,-0.016435802,-0.17996204,0.33606178,-0.27113646
family#F3F46,-0.44532052,-0.09778167,0.108190924,-0.3730556,-0.02729348,-0.016660193,0.42704284,0.54680187,-0.046276644,0.039826285,-0.14062372,0.3681281,-0.2449543,-0.4027457,0.27364743,0.3039587,-0.33041942,-0.14846048,-0.07660941,-0.02015621,-0.14794442,-0.006000518,-0.032488547,-0.20600213,-0.2685987,-0.07272194,0.3242007,-0.36469787,-0.2790187,0.05880954,-0.20914246,0.049816083,0.26016703,-0.13901383,-0.23075539,-0.1081224,-0.04938391,0.02351203,0.35115188,0.101234995
family#F3F48,-0.46534672,-0.07965803,0.123905934,-0.39898345,-0.19535047,-0.19721678,0.3988809,0.4685229,-0.04401957,0.06297208,-0.30560198,0.3346933,-0.31904292,-0.3539699,0.1321606,0.2176155,-0.3648423,-0.010999621,-0.12106345,0.07972993,-0.205664,-0.032060966,-0.032810155,-0.09342761,-0.10069599,0.05200535,0.2325325,-0.061580352,-0.35888046,-0.09106645,-0.25045902,0.35625333,0.3447441,-0.24425563,-0.15927316,-0.090453364,0.052132647,-0.23912548,0.28384936,-0.026301358
family#F3F49,-0.16828349,0.3154624,0.14086567,-0.27548784,-0.23299898,-0.04926193,0.4197795,0.46511367,-0.09789437,0.10227055,-0.3633477,0.32609373,-0.18947746,-0.12676255,0.3887693,-0.022325452,-0.33357403,0.3174929,-0.105272576,0.13283864,-0.3411002,-0.093147844,-0.020584382,0.033694047,-0.12925304,-0.08329066,0.24214292,-0.1519772,-0.21669462,-0.11190826,-0.14125262,0.39154634,0.16673516,-0.15442376,-0.21406926,-0.103538536,-0.052834302,0.059550982,0.30075112,-0.16634962
family#F3F52,-0.09502252,0.3459989,0.071990155,-0.11854363,-0.22323412,0.20932072,0.44994187,0.43018654,-0.13366538,0.11384754,-0.31573278,0.24288236,-0.25939262,-0.042469274,0.38690212,-0.05625331,-0.39305255,0.2317597,-0.11186426,0.16394176,-0.38304746,-0.23780058,0.037024986,-0.030239321,-0.101334006,-0.08532402,0.21955325,-0.14089662,-0.37225655,-0.14087886,-0.18427943,0.43305376,0.21503486,-0.089890786,-0.039349813,-0.16756858,-0.083415076,0.050487634,0.3687583,-0.37676564
family#F3F53,-0.20856215,0.296858,0.13254893,-0.20574178,0.014046459,0.2640636,0.5852041,0.52835685,-0.079658695,-0.15100795,-0.27004117,0.19233161,-0.17821483,0.009365372,0.24502034,0.1347133,-0.3352865,0.19731997,-0.17177294,0.41527402,-0.29402965,-0.30180633,-0.24428982,-0.09898776,-0.3289543,-0.27571964,0.2892952,-0.069122806,-0.41227192,-0.10878263,-0.17144714,0.039875433,0.14877445,0.03802038,-0.16262315,-0.22602275,0.0350048,-0.087856546,0.31160304,-0.2265925
family#F3M40,-0.44592065,-0.12269771,-0.25845292,-0.37094858,-0.0052382685,-0.060791884,0.3246227,0.40334418,-0.08203644,0.12527336,-0.38260671,0.12767208,-0.26912102,0.20882407,0.20879444,0.20769118,-0.30743927,-0.2013563,-0.06117012,0.03815281,-0.12002913,-0.04195949,0.19924806,-0.12500854,-0.49984175,0.06924049,0.18750817,-0.2646053,-0.2286454,0.06495318,-0.062931165,0.40207046,0.37775195,0.021428978,-0.13515519,-0.0961337,-0.08593385,0.264711,0.12748541,-0.029035911
family#F3M43,-0.41597757,-0.21545188,-0.3364521,-0.3718338,0.14253421,-0.3910834,0.63556564,0.42540273,-0.05724804,0.03785417,-0.062257245,-0.032662015,-0.290525,0.25166786,0.35350987,0.19043319,-0.35263643,-0.18108235,0.012749491,-0.04621942,-0.1636815,-0.089157194,0.19683802,-0.15809885,-0.3352313,-0.019638129,0.38199064,-0.28725982,-0.40928692,0.13798551,-0.11847751,0.18739416,0.28990227,0.11113875,-0.09327098,-0.2488321,-0.054446787,-0.16120201,0.35240734,-0.31315494
family#F3M44,-0.22520839,0.020910926,-0.31685,-0.24419007,0.012929662,0.3215924,0.459032,0.52934843,-0.15275612,-0.08399778,-0.25575545,0.1931062,-0.2026547,0.0840744,0.20838155,0.077242844,-0.45054078,0.16090536,-0.17832126,0.1445092,-0.28822413,-0.19849089,0.06467975,-0.04245608,-0.3827331,-0.255651,0.43460885,-0.20039631,-0.15303351,-0.071531676,-0.26319277,0.027819574,0.078016855,0.049760826,-0.07363149,-0.26824242,0.2887395,-0.115128085,0.40409365,-0.57235736
family#F3M45,-0.14977236,-0.14959566,-0.41920865,-0.25032485,-0.018166382,0.11295315,0.3819614,0.69551146,-0.011810427,-0.09646878,-0.22834378,0.35454503,-0.2694201,0.31349292,0.20829679,0.15319434,-0.44055393,0.08197047,-0.13968515,0.10372308,-0.3327939,-0.18536992,0.1948751,-0.09525277,-0.31634346,-0.262629,0.46455166,-0.25753784,-0.27419803,0.014787918,-0.2370694,0.014939516,0.067896746,0.032173775,-0.0478778,-0.1971411,0.23547633,-0.07722457,0.28021622,0.079565726
family#F3M47,-0.26096627,-0.07840874,-0.35560673,-0.2252289,-0.22812629,-0.1872807,0.38840255,0.59465003,0.020750966,-0.06923437,-0.16439863,0.37150145,-0.14875157,0.18831287,0.295268,0.086821236,-0.45454484,0.008261414,-0.29306582,-0.06838171,-0.3966507,-0.07057254,0.22816794,-0.12485067,-0.18325524,0.012773527,0.36582878,-0.14984025,-0.37065935,-0.12960292,-0.17028043,0.40163314,0.078327596,-0.14118572,-0.20961347,-0.07331845,0.0808547,-0.18392283,0.19201016,0.008171205
family#F3M50,-0.35958272,0.007737585,-0.24370255,-0.35670432,-0.0853378,-0.151927,0.33092535,0.4086638,-0.034879543,0.16816932,-0.0788082,0.22717758,-0.23443648,0.16530128,0.27050787,0.24138343,-0.33625007,0.2797474,-0.07353796,0.119813785,-0.16304462,-0.04556562,0.17474128,-0.08741288,-0.24397714,-0.014932774,0.23575833,-0.19000122,-0.3528728,-0.080589086,-0.26314372,0.280009,0.33879387,-0.10381464,-0.07960518,-0.12002209,-0.043219294,0.07391705,0.28422865,-0.10940178
family#F3M51,-0.363355,0.13834198,-0.3097833,-0.26304173,-0.16629705,0.22080292,0.45460182,0.31427294,-0.17660308,0.13057336,-0.17162752,0.27172366,-0.11554428,-0.043124933,0.29360884,0.019786185,-0.39601964,-0.16516563,-0.14380366,0.15668045,-0.25933245,-0.1556051,0.20583987,-0.061830975,-0.14107452,-0.08950204,0.21346496,-0.19642586,-0.37526724,-0.10513813,-0.16343355,0.3709545,0.15810136,-0.10533765,-0.12960736,-0.22484867,0.13951369,0.35612845,0.38446257,-0.28193235
family#F4F55,-0.41727403,-0.014427711,0.052324075,-0.21037088,0.14611119,-0.09746324,0.40816873,0.21115544,0.13056847,0.17716575,-0.02768302,0.15352069,-0.13916464,-0.3399355,0.23204339,0.23963477,-0.2890627,-0.17846648,0.053465568,0.075717725,-0.26272735,-0.15108345,-0.032470148,-0.21546528,-0.51756364,0.09660451,0.27516398,0.017466936,-0.35708064,-0.20936413,-0.31105012,0.41226467,0.36575037,-0.16444467,-0.10734724,-0.31316897,-0.013639842,-0.0012724636,-0.06414091,0.052792326
family#F4F56,-0.4952546,0.20297316,0.04339485,-0.35050467,0.19888766,0.18605144,0.46085027,0.03941215,-0.1861005,0.3434156,-0.032475647,0.18928084,-0.23886852,-0.17592624,-0.05501383,0.3690233,-0.15994741,0.07138978,0.047074985,0.07890162,-0.28464678,-0.07893526,-0.08243418,0.051495872,-0.52030283,0.023919763,0.30252025,-0.07484635,-0.21029633,-0.2938986,-0.18201384,0.2182542,0.37916428,-0.25196463,-0.20945267,-0.06356157,-0.01843344,-0.24292663,0.024104606,-0.12538399
family#F4F58,-0.34516594,0.1709901,0.021915592,-0.18987638,0.11676307,0.07264735,0.37137157,-0.0790902,-0.10876533,0.35915688,-0.6314452,0.13541244,-0.29251367,-0.022051923,0.63851124,0.18315323,-0.24344058,0.36157075,0.09135389,-0.040596593,-0.42250964,-0.3490236,-0.13958213,-0.009297647,-0.40857255,0.19494313,0.30270803,-0.26825374,-0.255015,0.030377213,0.07537458,0.2910985,0.23146673,-0.32057714,-0.20664102,0.040797688,-0.104746826,0.10213043,0.11995843,-0.23339015
family#F4M54,-0.44374385,-0.05948237,-0.2506596,-0.3727071,0.02712701,-0.04397108,0.27990896,0.18359163,0.027690465,0.22157091,-0.36753228,0.09358398,-0.22566666,0.25445956,0.26708773,0.2462963,-0.24010459,-0.1404342,0.101968214,0.070786364,-0.24783444,-0.11827839,0.14293247,-0.14911342,-0.54885095,0.08825537,0.3911612,0.060735237,-0.12882133,-0.13794847,-0.16649854,0.4572945,0.472081,-0.050473206,-0.02721036,-0.31319106,-0.09915781,0.026833434,0.007228429,0.1195982
family#F4M57,-0.41583204,0.06290649,-0.22730057,-0.3323775,0.017151058,0.096758045,0.34658566,0.15687263,0.020656893,0.3530799,-0.29985633,0.21352802,-0.21346824,0.21614206,-0.23130822,0.27195048,-0.33116898,0.057102155,0.07508494,0.17976923,-0.21471119,-0.050755303,0.14071175,-0.2682805,-0.51926684,0.14094709,0.32660007,0.07290546,-0.38089535,-0.23295796,-0.11393276,0.26221824,0.3499762,-0.12676878,-0.15607713,-0.1063201,-0.05417397,-0.1921128,0.042343877,0.0029228996
family#F4M59,-0.45074937,0.1541134,-0.32999617,-0.38954577,-0.010513324,0.064242564,0.41931504,0.13009353,-0.14658386,0.16220503,0.2298664,0.15071365,-0.19517198,-0.02257661,-0.14558169,0.17439246,-0.40231842,0.06483258,0.009960491,0.28107208,-0.3289535,-0.06176138,0.20239991,-0.16785842,-0.4903974,0.17944309,0.20570855,0.011300481,-0.3632444,-0.30990344,-0.4998771,0.21792918,0.29705095,-0.026000163,-0.10911157,-0.11166714,-0.062595755,-0.00079365156,0.20704995,-0.06552208
family#F5F61,-0.2928231,-0.091205694,0.031230118,-0.3215436,0.18172626,-0.27545422,0.24567796,0.35284784,0.0592607,0.16933584,-0.2342321,0.32356557,-0.2501977,-0.3714883,0.011531001,0.1429721,-0.2665541,-0.2155123,-0.13446632,0.08581249,-0.3689878,0.010825432,-0.06969483,-0.048193417,-0.49658796,-0.026682409,0.28281754,-0.0682938,-0.4465383,-0.03674007,-0.17561729,0.51625717,0.31917658,-0.36516073,-0.18750057,-0.52800924,-0.08951999,0.28620413,0.023340056,-0.026705222
family#F5F62,-0.090625286,0.24343142,0.081494205,-0.11255886,0.1123791,0.088446416,0.24129355,0.2746295,-0.15692537,0.098544665,-0.07090457,0.20392165,-0.25773853,0.07207554,0.5199218,0.39992186,-0.18487397,-0.26682833,-0.0023455261,0.19162932,-0.39813107,-0.31761748,-0.20030537,0.039665747,-0.39339367,-0.13099967,0.12853892,-0.14365727,-0.3495215,-0.10079503,-0.15985441,0.38541836,0.3378914,-0.34902954,-0.20306823,-0.29514834,0.040386923,-0.20974596,0.17944725,-0.34946325
family#F5F65,-0.33199033,-0.07493024,0.08837763,-0.24031886,0.05876834,0.3192041,0.27942473,0.3003945,0.030873273,0.17559405,-0.07930948,0.183856,-0.20336168,-0.33634856,0.039457317,0.30536526,-0.26868957,-0.10268432,0.013285929,0.08491538,-0.17398116,-0.045240637,-0.06049133,-0.3668523,-0.25462568,0.108056225,0.27279383,-0.047087323,-0.47297338,-0.0044123647,-0.2504532,0.3504451,0.40993324,-0.2181047,-0.15473168,-0.22569548,-0.13023457,-0.18257317,0.13561726,0.04289188
family#F5F67,-0.33426002,-0.013688367,0.0056735286,-0.35625073,-0.19940732,0.2714847,0.27442172,0.28550872,-0.0018530682,0.08364515,-0.55990785,0.3412173,-0.20204094,-0.24184918,0.10382592,0.41865483,-0.4432096,0.24684103,-0.30419588,0.11264121,-0.1654672,0.011119412,-0.024996148,-0.1736316,-0.25276807,0.24385452,0.3702813,0.08047853,-0.32634765,-0.012381766,-0.037048806,0.26938352,0.2594988,-0.10425202,-0.07402031,0.037582207,-0.062336657,0.043543488,0.3475997,-0.0048896666
family#F5M60,-0.39829776,-0.102319986,-0.26179066,-0.38589945,0.023672251,-0.25583562,0.30638087,0.41157192,-0.14160953,0.1483998,-0.14412354,0.3645044,-0.25807178,0.25935587,-0.021565797,0.12555246,-0.26686954,-0.18006562,0.04318726,0.06539879,-0.3666378,0.04631922,0.16541295,-0.0391173,-0.5293615,0.02595985,0.21934314,-0.14977266,-0.1655779,-0.07921915,-0.19368495,0.3957159,0.4106328,-0.32826617,-0.0874682,-0.47999907,-0.14446193,0.21475615,0.090597816,-0.053983945
family#F5M63,-0.26976582,0.06619874,-0.28803352,-0.42358938,0.019345194,-0.03041602,0.2590221,0.16728175,-0.21657197,0.18330516,-0.27789629,0.14524275,-0.23567177,-0.008719751,0.020209325,0.15819176,-0.32311893,-0.09671934,-0.14404954,0.20921195,-0.2084624,-0.12633964,0.2240022,-0.14293553,-0.38069385,0.006574491,0.1482453,-0.116262786,-0.2805049,-0.13161074,-0.18451843,0.3137864,0.3258009,0.013532952,-0.021763204,-0.24950139,-0.08085676,-0.08105062,0.31847352,-0.34389296
family#F5M64,-0.10486341,-0.15187894,-0.32425255,-0.18718484,0.014475653,0.36666015,0.22776327,0.30486968,-0.23171137,0.13329202,-0.2622502,0.27440175,-0.3350137,0.3701036,0.36541224,0.4418687,-0.2580304,-0.22927621,0.012237365,0.14601806,-0.42125857,-0.31727242,0.15162417,0.028465906,-0.37403822,-0.07739452,0.15448235,-0.076315746,-0.1959492,-0.047598686,-0.20068109,0.39272586,0.18384486,-0.24104759,-0.12020597,-0.2955789,0.077321865,-0.21989,0.04275779,0.04312956
